bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-189_T1w	0.45196329055906603	2.9756873826550683	0.5602562258980036	1580.0017207679864	3.6404266666666665	3.60437	3.58176	3.73515	0.19441088304981946	0.440646515173467	0.36494260177671356	1.1272910833358765	0.3800606399774552	0.0	0.0037498668647094517	28.148663792891586	13.581633919683757	18.94698044507059	176	256	256	2.8890396282227875	11.47920251611974	10.679409953289884	17.669987715527125	23.788680103934407	49.40012664090931	46.6179748450239	66.665117790228	1.0	1.0	1.0	72.57800963380774	9.827855521368217	18.153551110833224	16.098484694957733	2960657.0	3.2552083022892475	43.027935195714235	14.316930025274008	0.08008552779725742	120.25960707174234	385.58641035264105	356.8596083391458	13528.0	226.64239840675145	608.1705671167001	123.5173152154785	0.11582748361764628	62.56483023871017	742.2212784768867	741.0629664175212	19685.0	635.7244257554412	849.3607873544097	64.55536803195635	0.25487529767836126	54.49194891758628	998.1274009355028	1000.059176068753	197734.0	901.2192148901522	1087.6745871650041	56.59634083319378	0.16041357815265656	0.4482179284095764	0.4913980960845947	0.3856368585487781
sub-203_T1w	0.561339457676095	2.3694435173711423	0.6206980579509743	1570.447018811776	3.524286666666667	3.43011	3.63861	3.50414	0.19723739051747452	0.3957880519988451	0.4069745574836804	1.3309524059295654	0.45996186733245836	0.0	0.0036896453003336686	24.006270861787186	12.45713737360444	14.801383713503295	176	256	256	3.1462580046474837	9.744715775168721	10.048035512380716	17.253132757325947	27.852211006683188	51.62890321949121	48.94928077091885	67.36672808658214	1.0	1.0	1.0	12.391132754259232	9.725415992807994	18.11761652161575	16.29831514880061	2866634.0	3.279846701771021	42.38571122288704	13.294682449300836	-0.7588307421943536	161.1800673577294	421.3158776092189	413.4625211432576	22944.0	230.40418488141148	630.4369952604175	131.41119074807648	0.25722722133161113	75.63381206714524	770.7002036308456	766.4244854338467	12573.0	649.2885449185967	908.7193731106818	78.64713794921856	0.4764861641806406	55.50968205125793	1001.6368134177175	1000.0504889599979	276458.0	909.5267199911177	1099.2532368935645	57.96330987190864	0.16472938656806946	0.44304680824279785	0.5127375721931458	0.4187776305889475
sub-207_T1w	0.7333833403956282	1.8160363480169535	0.6336248632974915	123.19711209320845	3.152486666666667	3.08788	3.15343	3.21615	0.20299418710533018	0.4033756276705018	0.39363018522416804	1.31650972366333	0.46334962248802203	0.0	0.001798531936258105	29.782586216751277	14.965858883208705	18.124872251630276	176	256	256	2.7357116373152155	9.295333185256023	8.18899137090724	12.535929290150483	5.903152117582403	12.522957748452795	11.519883856815964	16.13354170441269	1.0	1.0	1.0	3.1838985860031075	40.60912572110683	69.53317193675066	61.75298988819122	3051897.0	13.595617935061455	150.54781325161457	43.01671169914403	0.3207807729756955	139.3631359974348	382.10328995062235	365.91136548668146	18792.0	187.4551848694682	613.690257333219	133.7500723899721	-0.2411956933175774	85.4268335624011	776.4563139631126	776.2450430542231	12467.0	639.7061943635345	915.2739316597581	83.50576520171875	0.15059836906577573	78.70786912490888	1001.0426820803174	1000.0498306006193	194593.0	871.4143685996532	1133.5159700363874	79.77448164050513	0.17470622062683105	0.446308970451355	0.518256664276123	0.4413325844092935
sub-208_T1w	0.49941892912833563	2.7212092029667203	0.5914067146775555	1478.1794196787382	3.483636666666667	3.49946	3.40426	3.54719	0.211893888338973	0.414222513517942	0.373883598143085	1.436316967010498	0.412454754114151	0.0	0.004058019326042661	22.861831729971637	12.15743075070253	16.17826534158823	176	256	256	2.8553927934504455	10.130964474481527	10.313079952624275	17.952882589940852	23.817481391729203	50.38789245081412	47.250524772126234	67.54620047383537	1.0	1.0	1.0	67.34571801247264	9.69971971520607	17.702484169760343	15.897938512265682	2761468.0	3.205757148563862	41.80569016188383	13.783133102003944	2.358712502975046	129.20026660654486	379.5926928274716	352.6332863420248	25649.0	214.45861087739468	594.5174767434595	123.49488759397771	-0.07915832645714183	73.32988104695788	746.978196055809	746.0254850015044	16281.0	626.1039981991053	870.3957776427269	73.63588882435121	0.3284568226080471	53.5424528279375	999.3178037124022	1000.0653831213713	233398.0	906.4441896602511	1088.9760762825608	55.70488392075389	0.17323270440101624	0.4445092976093292	0.4934185743331909	0.42841928251121075
sub-209_T1w	0.5201195971487259	2.609250923402362	0.6119806488959886	692.9157634554281	3.579606666666667	3.54044	3.55284	3.64554	0.206736472319949	0.4236340485826818	0.36962947909736926	1.4363882541656494	0.497688889503479	0.0	0.002683126631195271	26.247161552036303	13.369876815495994	17.76277098847102	176	256	256	3.198897977449616	10.621678413224723	9.587188454349297	14.940988972373551	15.372869055690852	33.65544571882967	31.47015021850537	45.3821358809956	1.0	1.0	1.0	155.3661459538057	14.436819353112712	27.539151462541618	22.322191685438156	2868918.0	3.188884526491165	63.20824686437845	21.290630800671455	5.70474561474942	97.25857248412774	356.7318913732157	338.7620365731418	21162.0	214.3385956734419	555.3214625418186	105.89710420560634	0.0021935755275546143	69.31361806377507	742.1600749456602	741.6434298753738	15425.0	626.9688645280897	857.0127164945006	69.82129945270167	0.1709668756486118	65.09232585526257	999.3117865021089	1000.0569652542472	205602.0	887.6487856954336	1108.419247570074	66.93362367638026	0.174330934882164	0.43972134590148926	0.5036550760269165	0.4525705450328566
sub-210_T1w	0.44677209154110803	3.0302479190680125	0.5804120737858317	2267.869155110399	3.876476666666667	3.84967	3.84255	3.93721	0.2242912135337157	0.39090430435211393	0.38480448211417034	1.428036093711853	0.4915982484817505	0.0	0.006775742209688413	22.560141144262612	13.029124375963585	16.244283179262986	176	256	256	3.108709034396689	11.435745395625952	10.891343870843157	18.12957718250683	22.55314859316637	49.89164782191193	46.64432326748883	67.48817338738819	1.0	1.0	1.0	158.144196781497	9.707424903516918	16.443627970004613	14.820830315351486	3665312.0	3.045376092195511	39.488376662135124	13.50706426948505	0.7902884078764347	100.53581140386513	354.53320888810214	334.17926985025406	27351.0	212.61800750344992	558.1413032971323	107.4957987415502	0.12426153164975906	62.75963077157449	738.1350673567142	739.2650463804603	14381.0	629.5299945250154	843.9752276837826	64.64286476487024	0.19858210571298196	53.72946807062852	1000.1036970811003	999.9999961405993	247797.0	909.1462760567665	1091.0059850290418	55.158372878259	0.17748144268989563	0.43675491213798523	0.5083838701248169	0.4513010811801356
sub-211_T1w	0.48594990466608856	2.7822915973295426	0.6189599968415799	1445.6577964111375	3.4415999999999998	3.3951	3.48885	3.44085	0.18746506740707045	0.43087195970146747	0.3816629728914621	1.3466366529464722	0.428261935710907	0.0	0.003514560557457887	26.96051553479436	12.860818324609106	17.02727138934684	176	256	256	2.245391902218594	10.804586472199684	10.154860693897787	17.414603707275084	21.5663341606206	49.04489614558132	45.440278350949036	65.7096047466452	1.0	1.0	1.0	91.66568438438885	9.970176520676572	19.43701531298136	16.625155180692673	2641072.0	3.36239093542099	46.32627511024475	15.471501180509511	34.71178467057266	100.9480372718503	362.5554046409009	328.2067151963711	15282.0	213.88853671699763	592.7708419650792	146.16422921692413	0.062184236432950346	67.76027376089448	746.9484600277265	746.3885211646557	21811.0	633.4682255834341	862.3287419378757	69.07912787961347	0.2951077121794419	55.48218600857981	999.6407944062466	999.9999707937241	227590.0	904.7944941222668	1093.2751860022545	57.4229417256585	0.16408012807369232	0.44354042410850525	0.48986557126045227	0.3957435879712785
sub-212_T1w	0.44456734149146393	3.0494139735597803	0.6113806870089018	1362.8145340592778	3.854366666666666	3.81457	3.85328	3.89525	0.2197530230009783	0.40740108092283533	0.37284589607618634	1.4270306825637817	0.4791932702064512	0.0	0.0026975949020781424	23.398314307925208	12.727017946645471	16.775888243793357	176	256	256	3.222676338045961	10.797400225901349	10.098329648561522	16.274912381737256	23.758018154557064	48.650747623958644	46.67227661346052	67.60806406186583	1.0	1.0	1.0	68.43908130615442	9.690210486921309	18.468488038169276	15.976760923862457	2800553.0	3.146937757730484	44.944726437330246	15.440684843048379	-0.22445464832114537	115.08620356071975	361.61232737877725	351.4080496132374	17963.0	197.61962211430074	552.5699939727783	109.03926773147826	0.032705745279492326	65.31919661554365	719.7700059884663	719.599767267704	18703.0	609.2955643236637	830.0572825640438	66.64386930245813	0.2983916285833246	59.33758520386382	1000.0442006229265	999.9999905526638	229688.0	899.136600881815	1101.024761646986	61.44412886710492	0.16041338443756104	0.4405909776687622	0.5050655603408813	0.3549172346640701
sub-213_T1w	0.4014344513613113	3.317646677072851	0.5731853758951472	2273.725112915039	3.6385566666666667	3.58201	3.64841	3.68525	0.18306739416477044	0.4562227516222508	0.36070985421297874	1.1493902206420898	0.3624253988265991	0.0	0.006640060971104336	29.99937693236051	13.418875894126886	19.048643011818555	176	256	256	1.9509960372502009	12.391130800690762	10.289131091480634	16.52526643650094	27.95444796161671	52.022043582345646	50.8179487806431	72.47735479796697	1.0	1.0	1.0	197.34656393020907	9.03918719780574	15.8757003453224	12.134485617280006	2690507.0	3.0188232511281967	39.00793181359768	14.821782329869023	62.05543573170354	126.37310257126471	405.99202644527725	385.69906479120255	13204.0	227.8412454329431	579.8241979919371	197.68592645173686	0.09683704781522273	56.51685976103783	717.6693508212024	717.7696224153042	21558.0	619.9745472319424	813.0105363577604	57.92473555155424	0.393939888576325	56.78013705806129	997.6824796605767	1000.000000089407	182410.0	892.2102522403002	1093.050787359476	60.51323062477641	0.16693276166915894	0.4587785601615906	0.5006550550460815	0.4292302115414473
sub-214_T1w	0.5346839530932104	2.503539090744886	0.6323056813530755	650.0213205574212	3.2467799999999998	3.23084	3.21918	3.29032	0.19814430060172117	0.4176797384477705	0.3841759609505083	1.131891131401062	0.40378389358520494	0.0	0.002702987150477122	27.408705619956542	13.577473883732477	17.490014017021977	176	256	256	3.191999096900264	9.995879051993096	8.934339357976986	13.615139925037601	12.887865915007037	24.5119013121452	23.599898009697554	33.399926801940424	1.0	1.0	1.0	77.54283581638921	19.614904227850126	29.971245519536346	26.802851162850857	2357388.0	6.717850163578987	67.65834807604551	22.669287681679783	-0.3608089691104097	129.47869422943555	399.27044745332387	385.8650874570012	10811.0	220.11241709440947	609.7820013277233	120.8794956962881	0.07661022315657418	72.1584559677388	736.3056265081376	733.8908556252718	9176.0	619.7388149630278	860.3132552597672	73.41534056435407	0.33105914906965417	70.1258234052673	1000.2118941967179	999.9999814927578	208125.0	879.4899754971266	1121.6067793518305	73.44746984557725	0.16756132245063782	0.4418201148509979	0.49833834171295166	0.36742199995891967
sub-215_T1w	0.4559356754036379	2.9503319606536786	0.5847758739764515	1641.4775022956842	3.6028800000000003	3.46039	3.6732	3.67505	0.20237187009170066	0.4403027860851609	0.3573253438231385	1.4596939086914062	0.41834450364112863	0.0	0.0029236671470916353	26.089201503588107	12.852067334587804	18.071838862798565	176	256	256	3.352882039215657	11.971128669977576	10.811516902516813	17.1105399983572	23.280767598302774	52.807473699199896	49.01423282798998	70.95445718646725	1.0	1.0	1.0	145.60001590618512	9.233195532473982	17.955739869351767	15.324329987168312	3228312.0	3.0088867098093033	42.96410325169563	15.300135135000628	0.8375133742155891	82.68378471215465	348.1233896116758	328.10859958827496	20756.0	222.65761652588844	543.6288569420576	97.85631934250446	0.11857551194471361	59.96389907606698	743.8556880862227	744.2446289658546	20050.0	640.333076313138	846.546777099371	62.168412815112774	0.24523278488810174	56.64409843517746	998.160077899552	999.9999992996454	203563.0	898.6774886995554	1090.966341689229	58.443365501649474	0.17586180567741394	0.4444828927516937	0.5040024518966675	0.3801016986816849
sub-216_T1w	0.5489251997102569	2.483415485434468	0.586404508841352	789.6100000000001	3.4139866666666667	3.38342	3.40307	3.45547	0.1947343771381636	0.41236164450759055	0.39290397835424584	1.3073058128356934	0.42049528956413273	0.0	0.00388364657361637	27.804088846591778	13.758571513243282	17.266890679787867	176	256	256	2.9451201506869062	9.360683301853248	9.140722422395216	15.116363814645496	17.97977887314007	36.16702709638231	34.33033955976352	48.8442127097682	1.0	1.0	1.0	19.264089873262506	13.41351375219319	24.376151847376597	20.90803772956133	3479791.0	3.0341479554772377	56.43515197187662	17.01361069296985	-0.4710137861152144	137.07956736997428	383.6480095536272	368.12489648908377	16569.0	203.5306448534131	603.1113806918263	124.99109328048361	0.036663069090547395	77.78202181912026	743.9045384406958	740.4976001158357	12812.0	620.8721794966608	880.7855683118105	79.10412916226376	0.15319180414246247	64.69566693893178	999.8565500073416	1000.0551661252975	216305.0	890.1638438105583	1108.4018312990665	66.15697178943162	0.16943587362766266	0.4433721899986267	0.496757447719574	0.4637028700056275
sub-217_T1w	0.4735850601621388	2.858775416553633	0.6205242098030311	655.4012909729448	3.65095	3.64322	3.5931	3.71653	0.22295910383217693	0.4103884625932994	0.36665243357452365	1.2160756587982178	0.46165691614150983	0.0	0.0019619029106694797	24.492700675281117	13.158347700334271	17.221409281367304	176	256	256	3.2563937358255375	10.532201388426088	9.698859703124443	15.307983985121702	13.402258909103784	27.739532652025908	26.545993619332098	38.496189296866596	1.0	1.0	1.0	277.72506035131676	17.01821375821578	29.475749048773167	25.67895393818617	3060906.0	5.7393053732812405	68.10247922316194	24.609632121934073	1.0116979738733978	104.3023513325699	361.9636414420615	348.1450805813074	30002.0	210.1059111393988	556.298444531858	106.90945467425001	-0.05725572256463041	68.73077566784568	720.3106536933415	720.5786648299545	10588.0	604.9346199631691	831.1727126492187	68.41348825101757	0.20200362147484574	63.59899471498164	1000.2900294971965	1000.0000011734664	196190.0	893.20158675313	1108.4551222994924	65.32522202742497	0.159145787358284	0.4257536232471466	0.4846777617931366	0.3931211817965527
sub-218_T1w	0.52096166864491	2.5752502930079118	0.5885708518429679	1530.5104725897922	3.5590266666666666	3.54718	3.52029	3.60961	0.20658271762135721	0.42283362349256504	0.37058365888607775	1.5037420988082886	0.5468572854995728	0.0	0.003305013668585469	27.652781331312244	14.11545718315485	18.734678222639477	176	256	256	3.1210955911613536	11.555430697041329	10.215269366910066	15.969281812527514	25.74903337151819	50.764091969793576	47.70461549153145	66.60072113328258	1.0	1.0	1.0	89.48875586118088	9.836776216641901	18.99700547475632	16.080967403948307	2843816.0	3.2049480490386486	45.768907226622105	15.931320641165758	5.672864605740658	122.20944011522904	400.8118977042959	386.61794359982014	14315.0	226.69103595279157	603.4073768958449	123.8681828630512	0.15855105028063932	63.939045408172355	763.0283232400452	762.2153640836477	12644.0	655.1672878878192	872.5892767198384	65.95904921977629	0.3690007643462416	59.93764491326717	1001.35771567589	1000.0000184588134	186369.0	900.4779474623501	1107.0565287284553	62.62005689079116	0.16140492260456085	0.45090198516845703	0.4976983070373535	0.41677407259859867
sub-219_T1w	0.535835174169253	2.565025013219365	0.5839321216143889	2145.2336111111113	3.3122133333333337	3.25048	3.36996	3.3162	0.1926362788262419	0.45246988239448976	0.35489383877926833	1.2999420166015625	0.4861205160617825	0.0	0.005154066826267294	26.391709753786788	12.385077130904653	17.812769532343882	176	256	256	1.9910854044256523	10.425803502404992	9.375801192603346	15.71051467097939	24.082611054716914	49.5092822065243	46.49742150950535	65.90037126727485	1.0	1.0	1.0	97.41248107709318	9.942009650444822	16.499107311719527	13.411567211151123	2973985.0	3.3528918027877808	39.8155901581049	12.60949614629501	32.41301533143674	133.59575467785228	401.53396524421805	365.4652065038681	14763.0	219.54456117004156	630.2668218202889	183.54452688974442	-0.01818617175149173	71.14750656099575	754.5505524480806	751.3271714746952	23485.0	640.4023343324661	879.3657271936536	72.06266406579202	0.2536067502098498	62.13756031528014	998.7762796380769	1000.0698320940137	187000.0	891.5199599787593	1101.1455495655537	63.65591319259987	0.17663021385669708	0.45717284083366394	0.4760754108428955	0.40319355656312483
